ID,Original Title
274479,Joy
306819,The Danish Girl
258509,Alvin and the Chipmunks: The Road Chip
291270,Anomalisa
256924,Danny Collins
57876,Area 51
309242,Mississippi Grind
283587,Beasts of No Nation
353326,The Man Who Knew Infinity
157544,The Vatican Tapes
295964,Burnt
306745,Freeheld
282984,Irrational Man
300693,Truth
294016,Trumbo
319888,Eddie the Eagle
193687,Z for Zachariah
333385,Mr. Right
303991,Demolition
336004,Heist
257344,Pixels
314385,By the Sea
157827,Louder Than Bombs
273477,Scouts Guide to the Zombie Apocalypse
253412,Everest
253414,Rock the Kasbah
321697,Steve Jobs
249070,Hitman: Agent 47
256962,Little Boy
261392,American Ultra
238615,Self/less
293646,The 33
225728,Macbeth
318781,Colonia
248574,Barely Lethal
222936,Aloha
301875,Equals
198184,Chappie
182560,Dark Places
10317,Our Brand Is Crisis
174751,Jane Got a Gun
241554,Run All Night
201085,Crimson Peak
239573,Unfinished Business
962279,The Walk
291351,The Sea of Trees
276907,Legend
266396,The Gunman
332718,Bilal: A New Breed of Hero
203801,The Man from U.N.C.L.E.
206647,Spectre
181283,Child 44
210860,Mortdecai
228066,Victor Frankenstein
201088,Blackhat
274854,The Last Witch Hunter
166424,Fantastic Four
87101,Terminator Genisys
205775,In the Heart of the Sea
257088,Point Break
105864,The Good Dinosaur
578489,Le Petit Prince
158852,Tomorrowland
266647,Pan
76757,Jupiter Ascending
330459,Rogue One: A Star Wars Story
293660,Deadpool
328111,The Secret Life of Pets
127380,Finding Dory
335797,Sing
269149,Zootopia
9325,The Jungle Book
271110,Captain America: Civil War
297761,Suicide Squad
381284,Hidden Figures
381288,Split
313369,La La Land
277834,Moana
376659,Bad Moms
209112,Batman v Superman: Dawn of Justice
300669,Don't Breathe
223702,Sausage Party
302699,Central Intelligence
316727,The Purge: Election Year
284052,Doctor Strange
363676,Sully
259693,The Conjuring 2
345911,Lights Out
333371,10 Cloverfield Lane
259316,Fantastic Beasts and Where to Find Them
329865,Arrival
323675,Ride Along 2
339984,Miracles from Heaven
324668,Jason Bourne
302946,The Accountant
302688,My Big Fat Greek Wedding 2
334543,Lion
334541,Manchester by the Sea
332567,The Shallows
296096,Me Before You
153518,The Angry Birds Movie
323676,The Boss
326423,Barbershop: The Next Cut
393457,Fences
346685,The Girl on the Train
136799,Trolls
324786,Hacksaw Ridge
335796,Ouija: Origin of Evil
321258,The Boy
376867,Moonlight
356305,Why Him?
325133,Neighbors 2: Sorority Rising
328387,Nerve
335778,Risen
329440,The Forest
351211,Blair Witch
347126,God's Not Dead 2
338766,Hell or High Water
303858,Money Monster
316023,Mike and Dave Need Wedding Dates
294272,Pete's Dragon
291870,Dirty Grandpa
384682,Office Christmas Party
259694,How to Be Single
270487,"Hail, Caesar!"
377587,Meet the Blacks
353069,Mother's Day
618,The Birth of a Nation
257345,The Darkness
351819,Fifty Shades of Black
342521,Keanu
376660,The Edge of Seventeen
341006,The Belko Experiment
376866,Jackie
966,The Magnificent Seven
308266,War Dogs
16280,13 Hours in a Warehouse
332210,Storks
267860,London Has Fallen
347031,Swiss Army Man
382322,Batman: The Killing Joke
241258,Incarnate
284564,31
332979,Bleed for This
339419,Loving
343611,Jack Reacher: Never Go Back
342737,20th Century Women
140300,Kung Fu Panda 3
401123,Beta Test
325346,The Hollars
370755,Paterson
299687,The 5th Wave
629015,Shut In
377264,Morgan
346672,Underworld: Blood Wars
345920,Collateral Beauty
301365,The Neon Demon
316154,The Bad Batch
402298,Denial
317557,Queen of Katwe
286567,Max Steel
295699,Everybody Wants Some!!
374461,Mr. Church
146198,Triple 9
283552,The Light Between Oceans
213681,Masterminds
338964,Bad Santa 2
376290,Miss Sloane
274870,Passengers
341012,Popstar: Never Stop Never Stopping
95610,Bridget Jones's Baby
340666,Nocturnal Animals
279641,Whiskey Tango Foxtrot
339967,Colossal
313297,Kubo and the Two Strings
310307,The Founder
325789,The Infiltrator
760926,Gold
388399,Patriots Day
173897,Resident Evil: The Final Chapter
290250,The Nice Guys
245703,Midnight Special
184341,Hands of Stone
43074,Ghostbusters
302156,Criminal
58431,Pride and Prejudice and Zombies
302401,Snowden
278924,Mechanic: Resurrection
1001925,Collide
333669,Bastille Day
329833,Zoolander 2
314095,The Lost City of Z
246655,X-Men: Apocalypse
283366,Miss Peregrine's Home for Peculiar Children
291805,Now You See Me 2
331313,Keeping Up with the Joneses
270010,A Hologram for the King
188927,Star Trek Beyond
267193,Grimsby
316152,Free State of Jones
345923,All I See Is You
340837,A Cure for Wellness
293767,Billy Lynn's Long Halftime Walk
68730,Silence
258230,A Monster Calls
207932,Inferno
278154,Ice Age: Collision Course
262504,Allegiant
369885,Allied
296524,Deepwater Horizon
300673,The Finest Hours
308531,Teenage Mutant Ninja Turtles: Out of the Shadows
258489,The Legend of Tarzan
47933,Independence Day: Resurgence
290595,The Huntsman: Winter's War
121856,Assassin's Creed
665,Ben-Hur
354859,The Promise
267935,The BFG
241259,Alice Through the Looking Glass
259695,Live by Night
311324,The Great Wall
205584,Gods of Egypt
68735,Warcraft
10020,Beauty and the Beast
353486,Jumanji: Welcome to the Jungle
181808,Star Wars: The Last Jedi
346364,It
297762,Wonder Woman
283995,Guardians of the Galaxy Vol. 2
324852,Despicable Me 3
419430,Get Out
315635,Spider-Man: Homecoming
284053,Thor: Ragnarok
263115,Logan
406997,Wonder
417870,Girls Trip
324849,The Lego Batman Movie
316029,The Greatest Showman
374720,Dunkirk
396422,Annabelle: Creation
339403,Baby Driver
440472,The Upside
353616,Pitch Perfect 3
341174,Fifty Shades Darker
324552,John Wick: Chapter 2
440021,Happy Death Day
1045944,The Boss Baby: Christmas Bonus
392044,Murder on the Orient Express
390043,The Hitman's Bodyguard
399055,The Shape of Water
431530,A Bad Moms Christmas
381289,A Dog's Purpose
359940,"Three Billboards Outside Ebbing, Missouri"
391713,Lady Bird
416477,The Big Sick
345938,The Shack
378236,The Emoji Movie
268531,Captain Underpants: The First Epic Movie
419680,Daddy's Home 2
354912,Coco
446354,The Post
298250,Jigsaw
399404,Darkest Hour
545611,Everything Everywhere All at Once
395834,Wind River
425134,How to Be a Latin Lover
341013,Atomic Blonde
353070,Going in Style
389015,"I, Tonya"
400928,Gifted
427900,Home Again
292280,The Bye Bye Man
371638,The Disaster Artist
345922,Fist Fight
293768,Kidnap
418078,It Comes at Night
336000,The Glass Castle
397837,Before I Fall
402529,All Eyez on Me
432301,Chappaquiddick
394117,The Florida Project
373569,Snatched
415842,American Assassin
14564,Rings
339988,The Circle
440597,Wish Upon
397422,Rough Night
428449,A Ghost Story
337170,American Made
346648,Paddington 2
399019,The Beguiled
379149,The Foreigner
418437,Unforgettable
399170,Logan Lucky
396371,Molly's Game
353569,Table 19
392982,Marshall
1551,Flatliners
289222,The Zookeeper's Wife
429200,Good Time
419743,Disobedience
397722,Thoroughbreds
281338,War for the Planet of the Apes
343668,Kingsman: The Golden Circle
290512,The Mountain Between Us
402897,The Death of Stalin
630004,The Vault
382614,The Book of Henry
417644,CHiPS
354861,Father Figures
384680,Hostiles
324542,Sleepless
353491,The Dark Tower
413362,"Roman J. Israel, Esq."
347629,Thank You for Your Service
274862,The Lego Ninjago Movie
339846,Baywatch
381283,mother!
369192,Battle of the Sexes
400617,Phantom Thread
926899,The House
305470,Power Rangers
137116,Smurfs: The Lost Village
293167,Kong: Skull Island
407448,Detroit
395458,Suburbicon
395991,Only the Brave
260514,Cars 3
365942,The Space Between Us
257785,Tulip Fever
126889,Alien: Covenant
429189,Wonder Wheel
337339,The Fate of the Furious
418879,The Current War
446791,All the Money in the World
395993,Stronger
364689,Ferdinand
395992,Life
372343,The Snowman
433356,The Ottoman Lieutenant
47971,xXx: Return of Xander Cage
301337,Downsizing
564,The Mummy
166426,Pirates of the Caribbean: Dead Men Tell No Tales
335984,Blade Runner 2049
9323,GHOST IN THE SHELL
141052,Justice League
274855,Geostorm
335988,Transformers: The Last Knight
274857,King Arthur: Legend of the Sword
339964,Valerian and the City of a Thousand Planets
505642,Black Panther: Wakanda Forever
260513,Incredibles 2
299536,Avengers: Infinity War
351286,Jurassic World: Fallen Kingdom
383498,Deadpool 2
360920,The Grinch
332562,A Star Is Born
297802,Aquaman
447332,A Quiet Place
424694,Bohemian Rhapsody
948,Halloween
455207,Crazy Rich Asians
335983,Venom
324857,Spider-Man: Into the Spider-Verse
439079,The Nun
400155,Hotel Transylvania 3: Summer Vacation
470878,I Can Only Imagine
402900,Ocean's Eight
677179,Creed III
381719,Peter Rabbit
490132,Green Book
502682,Book Club
406563,Insidious: The Last Key
442249,The First Purge
640146,Ant-Man and the Wasp: Quantumania
504172,The Mule
454293,Night School
458423,Mamma Mia! Here We Go Again
337167,Fifty Shades Freed
353081,Mission: Impossible - Fallout
400650,Mary Poppins Returns
497814,Breaking In
345887,The Equalizer 2
437557,Blockers
454619,Overboard
460019,Truth or Dare
487558,BlacKkKlansman
493922,Hereditary
484247,A Simple Favor
445571,Game Night
455980,Tag
463821,The House with a Clock in Its Walls
404368,Ralph Breaks the Internet
489999,Searching
420814,Christopher Robin
449176,"Love, Simon"
474335,Uncle Drew
503616,Second Act
399796,Life of the Party
416234,Winchester
439015,Slender Man
474395,Teen Titans Go! To the Movies
371608,The Strangers: Prey at Night
375262,The Favourite
491418,Instant Family
50022,Super Troopers 2
460668,I Feel Pretty
345940,The Meg
400535,Sicario: Day of the Soldado
449443,Den of Thieves
424781,Sorry to Bother You
417261,Forever My Girl
442062,Goosebumps 2: Haunted Halloween
489925,Eighth Grade
458594,Peppermint
505058,Unfriended: Dark Web
434555,The Possession of Hannah Grace
500664,Upgrade
419478,Midnight Sun
470044,The Hate U Give
399035,The Commuter
453201,The 15:17 to Paris
467660,Unsane
437586,mid90s
429476,Hell Fest
473149,Traffik
339380,On the Basis of Sex
395990,Death Wish
446894,Smallfoot
465914,If Beale Street Could Talk
465136,Every Day
407451,A Wrinkle in Time
401469,Widows
401847,Can You Ever Forgive Me?
429300,Adrift
400579,Tully
336843,Maze Runner: The Death Cure
472451,Boy Erased
13161,Big Stan
438808,White Boy Rick
446101,Assassination Nation
14786,Gotti
446696,Life Itself
493551,Operation Finale
454992,The Spy Who Dumped Me
471507,Destroyer
424783,Bumblebee
406761,Hotel Artemis
396461,Under the Silver Lake
457136,Mary Queen of Scots
492452,Ben Is Back
829280,Enola Holmes 2
307663,Vice
347375,Mile 22
369972,First Man
446021,Bad Times at the El Royale
385360,Billionaire Boys Club
399360,Alpha
438799,Overlord
451915,Beautiful Boy
11906,Suspiria
427641,Rampage
412988,The Happytime Murders
463272,Johnny English Strikes Again
445651,The Darkest Minds
401981,Red Sparrow
399402,Hunter Killer
874948,Kin
300681,Replicas
446807,The Girl in the Spider's Web
351044,Welcome to Marwen
338970,Tomb Raider
346910,The Predator
333339,Ready Player One
338952,Fantastic Beasts: The Crimes of Grindelwald
387592,Early Man
447200,Skyscraper
348350,Solo: A Star Wars Story
426543,The Nutcracker and the Four Realms
11886,Robin Hood
428078,Mortal Engines
268896,Pacific Rim: Uprising
299534,Avengers: Endgame
330457,Frozen II
420818,The Lion King
475557,Joker
299537,Captain Marvel
181812,Star Wars: The Rise of Skywalker
301528,Toy Story 4
429617,Spider-Man: Far From Home
512200,Jumanji: The Next Level
812,Aladdin
458723,Us
474350,It Chapter Two
546554,Knives Out
458156,John Wick: Chapter 3 - Parabellum
450465,Glass
540901,Hustlers
535544,Downton Abbey
412117,The Secret Life of Pets 2
2907,The Addams Family
331482,Little Women
530915,1917
521777,Good Boys
504608,Rocketman
466272,Once Upon a Time… in Hollywood
522681,Escape Room
515195,Yesterday
480414,The Curse of La Llorona
521029,Annabelle Comes Home
417384,Scary Stories to Tell in the Dark
502416,Ma
287947,Shazam!
527641,Five Feet Apart
501907,A Beautiful Day in the Neighborhood
487297,What Men Want
8913,Pet Sematary
166428,How to Train Your Dragon: The Hidden World
338967,Zombieland: Double Tap
473033,Uncut Gems
423204,Angel Has Fallen
524247,The Intruder
506528,Harriet
519465,Dronningen
511987,Crawl
508763,A Dog's Way Home
567609,Ready or Not
359724,Ford v Ferrari
515001,Jojo Rabbit
10585,Child's Play
512196,Happy Death Day 2U
599975,Countdown
530385,Midsommar
449563,Isn't It Romantic
505600,Booksmart
522627,The Gentlemen
449562,The Hustle
463257,The Peanut Butter Falcon
576071,Unplanned
445629,Fighting with My Family
523172,Late Night
499701,Dora and the Lost City of Gold
531309,Brightburn
522212,Just Mercy
480105,47 Meters Down: Uncaged
549053,Last Christmas
578189,Black and Blue
532671,The Prodigy
522924,The Art of Racing in the Rain
511322,The Good Liar
280217,The Lego Movie 2: The Second Part
522518,A Dog's Journey
513045,Stuber
620725,Jexi
525661,Bombshell
489064,3 from Hell
441384,The Beach Bum
537915,After
534259,Blinded by the Light
535292,21 Bridges
522938,Rambo: Last Blood
548473,Color Out of Space
440762,Jay and Silent Bob Reboot
459992,Long Shot
405177,"Where'd You Go, Bernadette"
501170,Doctor Sleep
486131,Shaft
431580,Abominable
468224,Tolkien
16320,Serenity
504562,Motherless Brooklyn
429471,Captive State
292011,Richard Jewell
454640,The Angry Birds Movie 2
487680,The Kitchen
385687,Fast X
438650,Cold Pursuit
456740,Hellboy
479455,Men in Black: International
458897,Charlie's Angels
431693,Spies in Disguise
472674,The Goldfinch
419704,Ad Astra
454294,The Kid Who Would Be King
522162,Midway
11360,Dumbo
373571,Godzilla: King of the Monsters
536869,Cats
420809,Maleficent: Mistress of Evil
458253,Missing Link
399579,Alita: Battle Angel
453405,Gemini Man
290859,Terminator: Dark Fate
320288,Dark Phoenix
766967,2020
38700,Bad Boys for Life
454626,Sonic the Hedgehog
570670,The Invisible Man
539537,Fantasy Island
465086,The Grudge
60304,Hansel & Gretel: Witch Hunters
495764,Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn)
514847,The Hunt
338762,Bloodshot
443791,Underwater
481848,The Call of the Wild
448119,Dolittle
